,townstate,poverty,med_income,hs_completion,n_households,population,density,crime_rate,property_crime,violent_crime,students_per_teacher,gini,lat,lng,unemployment_rate,home_price,crime_rate_pc,vcrime_rate_pc,pcrime_rate_pc,people_per_household,state
3784,"Perry, Michigan",13.4,64219.0,94.0,2700,7033,53.8,16.0,14.0,2.0,19.0,0.4183,42.80076,-84.21795999999998,4.1,137607.0,0.0022749893359874877,0.00028437366699843596,0.0019906156689890515,2.604814814814815,Michigan
3785,"Perry, Oklahoma",12.0,52409.0,89.5,2866,6808,10.2,114.0,104.0,10.0,13.666666666666664,0.4613498953178414,36.30487,-97.26678000000001,4.587610195477113,70708.0,0.016745005875440658,0.0014688601645123384,0.01527614571092832,2.375436147941382,Oklahoma
3786,"Perrysburg, Ohio",5.0,73473.0,97.1,15565,38839,180.6,252.0,244.0,8.0,18.0,0.4436,41.52153,-83.57126,3.1,222613.0,0.0064883235922655064,0.0002059785267385875,0.006282345065526919,2.4952778670093156,Ohio
3787,"Perryton, Texas",13.5,49548.0,73.1,3428,10045,5.0,80.0,67.0,13.0,13.0,0.4613498953178414,36.27683,-100.79875,4.587610195477113,119078.0,0.007964161274265804,0.001294176207068193,0.006669985067197611,2.930280046674446,Texas
3788,"Perryville, Arkansas",14.3,46250.0,83.9,1274,3645,7.0,74.0,67.0,7.0,18.5,0.4613498953178414,34.93742,-92.91483000000001,4.587610195477113,80401.0,0.02030178326474623,0.0019204389574759945,0.018381344307270234,2.8610675039246467,Arkansas
3789,"Perryville, Kentucky",19.5,42772.0,80.9,755,1747,20.6,0.0,0.0,0.0,15.0,0.4613498953178414,37.635220000000004,-84.98604,4.587610195477113,113385.0,0.0,0.0,0.0,2.313907284768212,Kentucky
3790,"Perryville, Maryland",6.4,62300.0,95.0,2464,6067,181.1,130.0,109.0,21.0,13.333333333333336,0.4,39.572959999999995,-76.03990999999998,5.6,219088.0,0.021427394099225318,0.0034613482775671667,0.01796604582165815,2.4622564935064934,Maryland
3791,"Perryville, Missouri",11.0,54123.0,87.8,6550,16966,18.5,188.0,147.0,41.0,11.0,0.4613498953178414,37.71394,-89.88138000000002,4.587610195477113,138683.0,0.01108098550041259,0.0024165979016857243,0.008664387598726866,2.590229007633588,Missouri
3792,"Perth Amboy, New Jersey",20.5,51389.0,69.6,16566,53879,3985.6,1016.0,806.0,210.0,12.583333333333336,0.4307,40.52097,-74.27409,4.3,264591.0,0.018857068616715232,0.0038976224503053138,0.014959446166409918,3.2523844017867924,New Jersey
3793,"Peru, Illinois",11.6,47246.0,92.7,4672,10589,99.1,172.0,157.0,15.0,15.75,0.4702,41.32788,-89.14278,4.0,108538.0,0.016243271319293606,0.0014165643592407215,0.014826706960052885,2.2664811643835616,Illinois
3794,"Peru, Indiana",22.7,42829.0,83.2,8687,23381,49.6,425.0,403.0,22.0,17.0,0.4613498953178414,40.76013,-86.06308,4.587610195477113,72786.0,0.01817715238869167,0.0009409349471793336,0.01723621744151234,2.6914930355703923,Indiana
3795,"Peshtigo, Wisconsin",22.3,50462.0,93.0,2353,5670,26.0,72.0,71.0,1.0,17.0,0.4613498953178414,45.04905,-87.81165,4.587610195477113,116694.0,0.012698412698412698,0.0001763668430335097,0.012522045855379188,2.4096897577560563,Wisconsin
3796,"Petal, Mississippi",10.2,56650.0,90.8,7453,21187,62.5,84.0,82.0,2.0,14.0,0.5287,31.344490000000004,-89.18035,5.4,139971.0,0.003964695332043234,9.439750790579129e-05,0.0038702978241374427,2.8427478867570106,Mississippi
3797,"Petersburg, Alaska",7.9,63490.0,89.8,1255,3255,0.5,82.0,69.0,13.0,12.666666666666664,0.4613498953178414,56.88522,-133.08514,4.587610195477113,231481.0,0.025192012288786484,0.0039938556067588326,0.02119815668202765,2.593625498007968,Alaska
3798,"Petersburg, Illinois",22.7,60564.0,85.5,2583,5869,21.8,25.0,17.0,8.0,20.0,0.4613498953178414,40.0219,-89.85914,4.587610195477113,160947.0,0.004259669449650707,0.0013630942238882263,0.002896575225762481,2.2721641502129306,Illinois
3799,"Petersburg, Tennessee",26.6,42792.0,80.2,1151,3195,9.9,8.0,6.0,2.0,14.0,0.4613498953178414,35.30522,-86.66033,4.587610195477113,131623.0,0.0025039123630672924,0.0006259780907668231,0.0018779342723004694,2.775847089487402,Tennessee
3800,"Petoskey, Michigan",10.1,51114.0,95.3,7518,16977,59.4,64.0,55.0,9.0,20.5,0.4613498953178414,45.34406,-84.88843,4.587610195477113,227381.0,0.0037698062083995993,0.0005301289980561937,0.0032396772103434057,2.2581803671189147,Michigan
3801,"Pevely, Missouri",22.8,49430.0,89.9,3100,8120,211.3,138.0,129.0,9.0,17.0,0.4145,38.28372,-90.42142,3.9,147427.0,0.016995073891625617,0.0011083743842364533,0.015886699507389163,2.6193548387096772,Missouri
3802,"Pewaukee, Wisconsin",2.2,82032.0,96.9,10617,25357,316.5,120.0,114.0,6.0,17.75,0.4569,43.08113,-88.26666,2.2,342802.0,0.0047324210277241,0.00023662105138620498,0.004495799976337895,2.388339455590091,Wisconsin
3803,"Pflugerville, Texas",6.8,81693.0,92.5,28469,89830,584.7,1092.0,948.0,144.0,16.666666666666668,0.4895,30.443040000000003,-97.5955,3.4,258661.0,0.01215629522431259,0.0016030279416675943,0.010553267282644996,3.1553619726720292,Texas
3804,"Phil Campbell, Alabama",35.5,31381.0,79.9,1926,5709,18.3,22.0,19.0,3.0,13.666666666666664,0.4613498953178414,34.358509999999995,-87.71319,4.587610195477113,76158.0,0.0038535645472061657,0.0005254860746190226,0.003328078472587143,2.9641744548286604,Alabama
3805,"Philadelphia, Mississippi",24.5,37500.0,80.6,9214,25090,23.3,362.0,313.0,49.0,13.166666666666664,0.4613498953178414,32.795770000000005,-89.12847,4.587610195477113,98681.0,0.01442805898764448,0.0019529693104822637,0.012475089677162215,2.7230301714781855,Mississippi
3806,"Philippi, West Virginia",44.6,31700.0,79.6,3242,8177,21.1,48.0,29.0,19.0,17.0,0.4613498953178414,39.1617,-80.02164,4.587610195477113,83859.0,0.005870123517182341,0.0023235905588846763,0.003546532958297664,2.5222085132634176,West Virginia
3807,"Phillips, Wisconsin",17.4,47064.0,88.8,2309,4722,5.9,29.0,28.0,1.0,15.0,0.4613498953178414,45.70662,-90.39780999999999,4.587610195477113,125240.0,0.006141465480728505,0.00021177467174925878,0.005929690808979246,2.0450411433521003,Wisconsin
3808,"Phillipsburg, New Jersey",18.2,60887.0,80.0,11479,28846,268.1,329.0,300.0,29.0,11.1,0.4312,40.70774,-75.1508,5.2,159964.0,0.011405394162102197,0.0010053386951397074,0.010400055466962491,2.512936666957052,New Jersey
3809,"Philomath, Oregon",16.9,65714.0,92.5,3294,8526,22.0,72.0,70.0,2.0,19.83333333333333,0.4671,44.56894000000001,-123.46028000000001,4.9,325455.0,0.00844475721323012,0.0002345765892563922,0.008210180623973728,2.588342440801457,Oregon
3810,"Phoenix, Oregon",15.8,41399.0,90.7,2437,5400,617.5,180.0,172.0,8.0,16.666666666666668,0.4608,42.26775,-122.81148,4.8,288037.0,0.03333333333333333,0.0014814814814814814,0.03185185185185185,2.215839146491588,Oregon
3811,"Picayune, Mississippi",26.1,42458.0,82.0,10323,26057,75.3,559.0,512.0,47.0,12.545454545454545,0.4613498953178414,30.54012,-89.6386,4.587610195477113,115956.0,0.021452968492151822,0.001803737959089688,0.019649230533062133,2.5241693306209436,Mississippi
3812,"Pickens, South Carolina",16.9,44724.0,75.9,7047,17642,54.5,265.0,239.0,26.0,16.333333333333332,0.4783,34.935109999999995,-82.72151,5.0,143840.0,0.015020972678834598,0.0014737558099988664,0.013547216868835733,2.5034766567333615,South Carolina
3813,"Pickerington, Ohio",5.0,92908.0,94.7,13808,41000,509.2,446.0,430.0,16.0,20.69230769230769,0.4268,39.89927,-82.74211,3.0,246263.0,0.010878048780487804,0.0003902439024390244,0.010487804878048781,2.9692931633835458,Ohio
3814,"Piedmont, Alabama",23.8,36762.0,79.1,5214,13221,15.3,283.0,239.0,44.0,15.4,0.465,33.94169,-85.596,6.7,78377.0,0.021405339989410785,0.003328038726268815,0.01807730126314197,2.5356731875719216,Alabama
3815,"Piedmont, Missouri",27.8,30882.0,78.0,2404,5904,11.0,45.0,45.0,0.0,13.333333333333336,0.4613498953178414,37.1451,-90.68288000000001,4.587610195477113,85915.0,0.007621951219512195,0.0,0.007621951219512195,2.4559068219633944,Missouri
3816,"Piedmont, Oklahoma",1.8,88679.0,96.7,3099,10718,45.7,40.0,35.0,5.0,18.2,0.3748,35.67033,-97.75352,3.0,209726.0,0.003732039559619332,0.0004665049449524165,0.0032655346146669155,3.4585350112939657,Oklahoma
3817,"Pierce City, Missouri",19.6,45938.0,84.5,1282,3369,15.8,30.0,28.0,2.0,11.666666666666664,0.4613498953178414,36.96002,-94.04274000000001,4.587610195477113,112070.0,0.008904719501335707,0.0005936479667557139,0.008311071534579995,2.62792511700468,Missouri
3818,"Pierre, South Dakota",12.9,59921.0,90.0,7112,16876,10.8,705.0,642.0,63.0,15.8,0.4613498953178414,44.52935,-100.30251,4.587610195477113,204068.0,0.041775302204313816,0.003733112111874852,0.03804219009243897,2.37289088863892,South Dakota
3819,"Pigeon Forge, Tennessee",16.0,38290.0,80.1,2896,6903,138.0,543.0,496.0,47.0,16.0,0.4153,35.785959999999996,-83.56217,6.6,196764.0,0.07866145154280747,0.006808633927277995,0.07185281761552947,2.383632596685083,Tennessee
3820,"Piggott, Arkansas",21.6,32216.0,80.9,2136,4937,19.5,102.0,92.0,10.0,16.0,0.4613498953178414,36.401109999999996,-90.2079,4.587610195477113,59663.0,0.020660320032408346,0.0020255215718047396,0.018634798460603605,2.3113295880149813,Arkansas
3821,"Pikeville, Kentucky",30.6,35656.0,82.7,9615,23078,44.8,418.0,404.0,14.0,16.2,0.4613498953178414,37.51609000000001,-82.51725,4.587610195477113,54403.0,0.01811248808388942,0.0006066383568766791,0.01750584972701274,2.400208008320333,Kentucky
3822,"Pikeville, Tennessee",34.1,40825.0,79.3,3670,12152,12.8,46.0,46.0,0.0,14.6,0.4613498953178414,35.6317,-85.22661,4.587610195477113,100265.0,0.003785385121790652,0.0,0.003785385121790652,3.3111716621253406,Tennessee
3823,"Pillager, Minnesota",14.0,59293.0,90.5,1443,3488,16.2,0.0,0.0,0.0,16.0,0.4613498953178414,46.36067,-94.48951,4.587610195477113,184519.0,0.0,0.0,0.0,2.417186417186417,Minnesota
3824,"Pilot Grove, Missouri",15.8,45357.0,87.0,574,1541,6.4,6.0,5.0,1.0,12.0,0.4613498953178414,38.8476,-92.95355,4.587610195477113,134986.0,0.003893575600259572,0.0006489292667099286,0.003244646333549643,2.6846689895470384,Missouri
3825,"Pilot Mountain, North Carolina",21.5,43081.0,86.1,3252,7947,49.4,59.0,57.0,2.0,15.25,0.4708,36.41988,-80.48236999999997,2.6,154167.0,0.007424185227129734,0.00025166729583490623,0.007172517931294828,2.4437269372693726,North Carolina
3826,"Pilot Point, Texas",17.8,60075.0,77.9,2417,6876,28.8,51.0,39.0,12.0,13.6,0.4321,33.3719,-96.91965,3.6,215473.0,0.007417102966841187,0.0017452006980802793,0.005671902268760907,2.844848986346711,Texas
3827,"Pilot Rock, Oregon",14.2,50802.0,93.4,780,1960,1.7,19.0,16.0,3.0,17.5,0.4228,45.41176,-118.87133999999999,10.5,143683.0,0.009693877551020408,0.001530612244897959,0.00816326530612245,2.5128205128205128,Oregon
3828,"Pima, Arizona",24.5,41831.0,90.5,1226,3705,2.5,39.0,39.0,0.0,18.428571428571427,0.4613498953178414,32.98254,-109.96756,4.587610195477113,171943.0,0.010526315789473684,0.0,0.010526315789473684,3.0220228384991845,Arizona
3829,"Pinckneyville, Illinois",17.9,42785.0,73.5,2542,7857,23.3,30.0,26.0,4.0,15.75,0.4613498953178414,38.09184000000001,-89.40828,4.587610195477113,73598.0,0.0038182512409316535,0.0005091001654575538,0.0033091510754740994,3.0908733280881195,Illinois
3830,"Pinconning, Michigan",24.0,46070.0,86.2,3093,7157,28.6,8.0,8.0,0.0,23.0,0.4341,43.8503,-84.01348,4.5,121719.0,0.0011177867821713008,0.0,0.0011177867821713008,2.31393469123828,Michigan
3831,"Pine Bluffs, Wyoming",9.6,51488.0,91.1,710,1696,2.8,20.0,17.0,3.0,11.0,0.4437,41.23336,-104.12183,3.5,208576.0,0.01179245283018868,0.001768867924528302,0.010023584905660377,2.388732394366197,Wyoming
3832,"Pine Hill, Alabama",43.8,28194.0,90.2,968,2830,7.9,49.0,36.0,13.0,16.0,0.4613498953178414,31.998409999999996,-87.53860999999998,4.587610195477113,81484.0,0.017314487632508833,0.004593639575971731,0.012720848056537103,2.9235537190082646,Alabama
3833,"Pine Level, North Carolina",12.3,42031.0,79.9,282,596,789.4,38.0,37.0,1.0,14.0,0.4053,35.50888,-78.24385,3.5,135979.0,0.06375838926174497,0.0016778523489932886,0.06208053691275168,2.1134751773049647,North Carolina
3834,"Pine River, Minnesota",18.7,46272.0,80.5,1805,4080,6.7,17.0,16.0,1.0,13.666666666666664,0.4613498953178414,46.719809999999995,-94.40315,4.587610195477113,145092.0,0.004166666666666667,0.00024509803921568627,0.00392156862745098,2.260387811634349,Minnesota
3835,"Pinehurst, Idaho",17.4,34922.0,81.3,978,1993,11.8,7.0,6.0,1.0,16.0,0.4613498953178414,47.45459,-116.23092,4.587610195477113,149955.0,0.0035122930255895636,0.0005017561465127947,0.0030105368790767687,2.037832310838446,Idaho
3836,"Pineland, Texas",30.8,30952.0,85.5,662,1846,9.3,19.0,19.0,0.0,13.0,0.4613498953178414,31.25262,-93.95040999999999,4.587610195477113,69021.0,0.010292524377031419,0.0,0.010292524377031419,2.788519637462236,Texas
3837,"Pinetops, North Carolina",31.9,38682.0,75.9,1960,4911,45.7,31.0,22.0,9.0,16.333333333333332,0.4613498953178414,35.80832,-77.64947,4.587610195477113,57685.0,0.006312360008144981,0.0018326206475259622,0.004479739360619018,2.505612244897959,North Carolina
3838,"Pineville, Kentucky",42.6,24211.0,71.3,3784,10512,30.0,34.0,34.0,0.0,13.0,0.4613498953178414,36.709540000000004,-83.75923,4.587610195477113,45021.0,0.0032343987823439876,0.0,0.0032343987823439876,2.778012684989429,Kentucky
3839,"Pineville, Louisiana",21.1,47089.0,85.1,12778,37527,69.6,1034.0,898.0,136.0,13.4,0.4623,31.32038,-92.3529,6.7,144219.0,0.027553494817065045,0.0036240573453779944,0.023929437471687052,2.9368445766160587,Louisiana
3840,"Pineville, Missouri",11.7,38105.0,87.6,1530,3786,16.3,0.0,0.0,0.0,11.5,0.4613498953178414,36.5646,-94.26665,4.587610195477113,121175.0,0.0,0.0,0.0,2.4745098039215687,Missouri
3841,"Pinole, California",5.4,83534.0,89.2,6751,19200,1275.7,953.0,892.0,61.0,22.0,0.4639,37.99177,-122.27991999999999,4.5,536733.0,0.04963541666666667,0.0031770833333333334,0.04645833333333333,2.84402310768775,California
3842,"Piqua, Ohio",15.1,48084.0,86.7,10094,25209,127.5,921.0,882.0,39.0,20.5,0.4206,40.16089,-84.23154,4.6,92424.0,0.03653457098655242,0.001547066523860526,0.034987504462691894,2.497424212403408,Ohio
3843,"Pisgah, Alabama",33.0,33074.0,73.5,1409,3926,22.0,8.0,8.0,0.0,13.5,0.4613498953178414,34.690670000000004,-85.81783,4.587610195477113,95644.0,0.0020376974019358125,0.0,0.0020376974019358125,2.7863733144073812,Alabama
3844,"Pismo Beach, California",8.4,77316.0,96.3,4081,8116,295.8,525.0,513.0,12.0,23.0,0.4582,35.15798,-120.65066000000002,3.8,741465.0,0.06468703794972894,0.0014785608674223755,0.06320847708230655,1.9887282528791963,California
3845,"Pittsboro, North Carolina",12.7,69023.0,90.9,8705,20368,41.6,147.0,133.0,14.0,16.25,0.4685,35.75677,-79.19675,4.587610195477113,321851.0,0.007217203456402199,0.0006873527101335428,0.0065298507462686565,2.3398047099368178,North Carolina
3846,"Pittsburg, Texas",22.0,44394.0,80.4,4870,13132,21.6,152.0,127.0,25.0,12.4,0.4613498953178414,32.96953,-94.95017,4.587610195477113,114240.0,0.011574779165397502,0.0019037465732561682,0.009671032592141334,2.6965092402464066,Texas
3847,"Pittsfield, Illinois",14.2,39708.0,86.4,2564,5758,15.5,69.0,66.0,3.0,13.25,0.4613498953178414,39.5936,-90.77418,4.587610195477113,83892.0,0.01198332754428621,0.0005210142410559222,0.011462313303230288,2.2457098283931356,Illinois
3848,"Pittston, Pennsylvania",20.7,51735.333333333336,86.8,15312,36433,365.8666666666666,235.0,221.0,14.0,24.0,0.4477,41.33324999999999,-75.76898666666666,4.4,101664.33333333333,0.006450196250651881,0.00038426701067713337,0.006065929239974748,2.37937565308255,Pennsylvania
3849,"Placentia, California",8.8,88610.0,86.1,16876,53582,2964.2,867.0,790.0,77.0,27.764705882352942,0.4731,33.880759999999995,-117.85512,3.8,701654.0,0.016180806987421147,0.0014370497555149116,0.014743757231906237,3.175041479023465,California
3850,"Placerville, California",18.6,61623.0,90.3,14210,36620,81.9,397.0,370.0,27.0,22.58333333333333,0.4488,38.73526,-120.78983999999998,4.5,417621.0,0.010841070453304206,0.0007373020207536865,0.010103768432550519,2.577058409570725,California
3851,"Plainfield, Indiana",8.6,65575.0,92.8,12607,34478,362.7,1006.0,917.0,89.0,20.444444444444443,0.393,39.68923,-86.39200000000002,1.2,194779.0,0.029178026567666337,0.002581356227159348,0.02659667034050699,2.734829856428968,Indiana
3852,"Plainfield, New Jersey",20.9,66021.0,72.7,21857,72270,3016.9666666666667,1304.0,958.0,346.0,12.411764705882353,0.4877,40.617700000000006,-74.42369000000001,3.9,259715.0,0.018043448180434483,0.00478760204787602,0.01325584613255846,3.30649219929542,New Jersey
3853,"Plains, Montana",24.0,40417.0,89.0,1320,2997,1.8,16.0,11.0,5.0,6.666666666666668,0.4613498953178414,47.53049,-114.82136000000001,4.587610195477113,213383.0,0.005338672005338672,0.001668335001668335,0.003670337003670337,2.2704545454545455,Montana
3854,"Plainview, Minnesota",2.8,62757.0,92.1,1723,4406,19.0,13.0,13.0,0.0,14.0,0.4613498953178414,44.16445,-92.15666999999999,4.587610195477113,190454.0,0.0029505220154334997,0.0,0.0029505220154334997,2.5571677307022633,Minnesota
3855,"Plainview, Nebraska",12.4,47102.0,93.9,809,1671,4.9,7.0,5.0,2.0,10.5,0.4613498953178414,42.32227,-97.81212,4.587610195477113,83714.0,0.004189108318372232,0.0011968880909634949,0.002992220227408737,2.065512978986403,Nebraska
3856,"Plainview, Texas",20.3,45884.0,76.7,8489,26893,29.1,829.0,770.0,59.0,16.3,0.4613498953178414,34.17157,-101.73864,4.587610195477113,80257.0,0.030825865466850108,0.002193879448183542,0.028631986018666566,3.167982094475203,Texas
3857,"Plainville, Kansas",10.1,51775.0,89.9,1070,2695,3.3,1.0,1.0,0.0,11.0,0.4613498953178414,39.21143,-99.34919000000001,4.587610195477113,66884.0,0.00037105751391465676,0.0,0.00037105751391465676,2.5186915887850465,Kansas
3858,"Plainwell, Michigan",15.4,59088.0,90.7,6103,16214,78.3,79.0,69.0,10.0,20.666666666666668,0.404,42.46098,-85.57508,2.9,173023.0,0.004872332552115456,0.0006167509559639817,0.004255581596151474,2.656726200229395,Michigan
3859,"Plano, Illinois",15.5,65138.0,82.4,4377,13259,132.0,108.0,108.0,0.0,15.6,0.3342,41.677479999999996,-88.53667,3.7,173917.0,0.008145410664454332,0.0,0.008145410664454332,3.0292437742746174,Illinois
3860,"Plaquemine, Louisiana",24.3,45968.0,84.1,5957,16461,43.1,282.0,239.0,43.0,12.75,0.4613498953178414,30.22614,-91.28831,4.587610195477113,140620.0,0.017131401494441405,0.002612234979648867,0.01451916651479254,2.763303676347155,Louisiana
3861,"Platte City, Missouri",12.1,85022.0,95.9,4989,14485,51.3,90.0,84.0,6.0,15.0,0.4541,39.35777,-94.79601,3.9,230301.0,0.006213324128408699,0.0004142216085605799,0.005799102519848119,2.9033874523952696,Missouri
3862,"Platteville, Colorado",13.8,64069.0,87.5,1419,4316,16.9,52.0,51.0,1.0,15.666666666666664,0.4045,40.23686,-104.81557,3.8,339344.0,0.012048192771084338,0.00023169601482854495,0.011816496756255792,3.0415785764622973,Colorado
3863,"Platteville, Wisconsin",32.7,46345.0,95.3,5347,16304,38.0,287.0,261.0,26.0,15.0,0.4613498953178414,42.74736,-90.48891,4.587610195477113,165292.0,0.01760304219823356,0.0015947006869479882,0.016008341511285575,3.0491864596970264,Wisconsin
3864,"Plattsburg, Missouri",14.0,56250.0,87.4,1520,3533,14.6,33.0,27.0,6.0,12.0,0.4613498953178414,39.57363,-94.45625,4.587610195477113,144846.0,0.0093405038211152,0.0016982734220209455,0.007642230399094254,2.324342105263158,Missouri
3865,"Plattsmouth, Nebraska",9.6,66823.0,93.4,4920,12726,49.8,113.0,109.0,4.0,13.25,0.4613498953178414,40.98141,-95.9344,4.587610195477113,190360.0,0.00887945937450888,0.0003143171460003143,0.008565142228508566,2.5865853658536584,Nebraska
3866,"Pleasant Grove, Alabama",6.1,64761.0,92.2,3688,10185,397.8,226.0,199.0,27.0,16.0,0.4952,33.49167,-86.97639000000002,6.2,139222.0,0.02218949435444281,0.002650957290132548,0.01953853706431026,2.7616594360086766,Alabama
3867,"Pleasant Grove, Utah",11.9,71420.0,95.1,12862,47813,410.5,264.0,252.0,12.0,23.58333333333333,0.4218,40.43484,-111.67778999999999,2.6,346268.0,0.005521510886160668,0.0002509777675527576,0.00527053311860791,3.717384543616856,Utah
3868,"Pleasant Hill, Iowa",4.9,80182.0,93.5,4329,11381,217.1,26.0,0.0,26.0,16.75,0.4317,41.58155,-93.48470999999999,3.0,222904.0,0.0022845092698356912,0.0022845092698356912,0.0,2.6290136290136292,Iowa
3869,"Pleasant Hill, Missouri",17.2,70546.0,85.9,4755,13000,40.4,128.0,127.0,1.0,15.6,0.386,38.76701,-94.25448,3.5,220620.0,0.009846153846153846,7.692307692307693e-05,0.00976923076923077,2.7339642481598316,Missouri
3870,"Pleasant Hope, Missouri",13.8,52917.0,92.3,1068,3148,28.6,4.0,4.0,0.0,13.0,0.4613498953178414,37.43298,-93.27658000000001,4.587610195477113,138629.0,0.0012706480304955528,0.0,0.0012706480304955528,2.947565543071161,Missouri
3871,"Pleasant View, Tennessee",9.3,73646.0,91.8,2352,7551,91.8,35.0,33.0,2.0,16.0,0.4613498953178414,36.40163,-87.03334,4.587610195477113,239743.0,0.00463514766256125,0.00026486558071778574,0.004370282081843465,3.2104591836734695,Tennessee
3872,"Pleasanton, Kansas",26.2,42452.0,87.8,1105,2431,7.7,17.0,16.0,1.0,12.0,0.4613498953178414,38.20085,-94.69193,4.587610195477113,75505.0,0.006993006993006993,0.00041135335252982314,0.00658165364047717,2.2,Kansas
3873,"Pleasanton, Texas",16.7,66633.0,81.4,5466,16043,23.2,533.0,499.0,34.0,13.6,0.4613498953178414,28.93614,-98.42572,4.587610195477113,180974.0,0.03322321261609425,0.00211930436950695,0.031103908246587295,2.9350530552506404,Texas
3874,"Pleasantville, New Jersey",22.9,40196.0,74.5,6299,19403,1271.5,482.0,368.0,114.0,11.625,0.4633,39.38769,-74.51489000000002,6.6,99025.0,0.02484151935267742,0.005875380095861465,0.018966139256815957,3.0803302111446262,New Jersey
3875,"Plymouth, Indiana",23.9,50208.0,80.6,8913,23820,59.9,229.0,222.0,7.0,19.571428571428573,0.4613498953178414,41.3563,-86.32673,4.587610195477113,143016.0,0.00961376994122586,0.0002938706968933669,0.009319899244332493,2.6725008414675195,Indiana
3876,"Plymouth, Michigan",4.5,79773.0,97.3,16479,39658,451.7,93.0,88.0,5.0,17.6,0.497,42.36761,-83.53158,7.4,328272.0,0.0023450501790307126,0.00012607796661455445,0.002218972212416158,2.4065780690575886,Michigan
3877,"Plymouth, North Carolina",37.4,35601.0,78.3,3106,7527,33.8,195.0,161.0,34.0,17.0,0.4613498953178414,35.79077,-76.73861,4.587610195477113,52630.0,0.025906735751295335,0.004517071874584828,0.02138966387671051,2.4233741146168706,North Carolina
3878,"Plymouth, Wisconsin",7.1,60744.0,93.2,6089,14753,74.7,148.0,132.0,16.0,15.4,0.4074,43.75212,-87.98875,3.0,217221.0,0.010031857927201248,0.0010845251813190538,0.008947332745882193,2.422893742814912,Wisconsin
3879,"Poca, West Virginia",17.4,52105.0,89.5,2022,5121,56.6,7.0,7.0,0.0,15.5,0.4613498953178414,38.50347,-81.78238,4.587610195477113,118616.0,0.0013669205233352861,0.0,0.0013669205233352861,2.5326409495548963,West Virginia
3880,"Pocahontas, Arkansas",24.0,36473.0,84.7,5169,12279,17.1,323.0,296.0,27.0,16.5,0.4613498953178414,36.31837,-91.0361,4.587610195477113,86296.0,0.026305073703070284,0.002198876129978011,0.02410619757309227,2.375507835171213,Arkansas
3881,"Pocola, Oklahoma",24.2,39627.0,87.4,1503,4102,52.1,73.0,63.0,10.0,15.0,0.4613498953178414,35.24460999999999,-94.48038000000001,4.587610195477113,88870.0,0.017796196977084348,0.0024378352023403218,0.015358361774744027,2.729208250166334,Oklahoma
3882,"Pocomoke City, Maryland",34.0,40858.0,80.7,2714,6869,26.7,204.0,199.0,5.0,10.333333333333334,0.4613498953178414,38.07929,-75.54303,4.587610195477113,116566.0,0.02969864609113408,0.0007279079924297568,0.028970738098704325,2.5309506263817245,Maryland
3883,"Point Pleasant, West Virginia",26.1,40685.0,88.8,3630,8482,71.2,80.0,72.0,8.0,13.833333333333336,0.4613498953178414,38.8682,-82.07576,4.587610195477113,86792.0,0.009431737797689225,0.0009431737797689225,0.008488564017920301,2.3366391184573003,West Virginia
3884,"Polk City, Iowa",4.0,101591.0,98.1,1936,6289,48.8,34.0,34.0,0.0,17.0,0.4317,41.79268,-93.70235,3.0,283067.0,0.005406264906980442,0.0,0.005406264906980442,3.2484504132231407,Iowa
3885,"Pollock, Louisiana",29.6,41228.0,91.8,1662,8018,17.2,5.0,1.0,4.0,15.0,0.4613498953178414,31.5579,-92.39541,4.587610195477113,145463.0,0.0006235969069593415,0.0004988775255674732,0.0001247193813918683,4.82430806257521,Louisiana
3886,"Polo, Illinois",19.4,53625.0,86.1,1424,3640,14.1,34.0,29.0,5.0,12.0,0.4613498953178414,41.987829999999995,-89.58238,4.587610195477113,86690.0,0.00934065934065934,0.0013736263736263737,0.007967032967032966,2.556179775280899,Illinois
3887,"Polo, Missouri",22.2,52596.0,82.0,848,1873,9.4,1.0,1.0,0.0,10.75,0.4613498953178414,39.53645,-94.05858,4.587610195477113,147857.0,0.0005339028296849973,0.0,0.0005339028296849973,2.2087264150943398,Missouri
3888,"Polson, Montana",16.7,40764.0,93.8,4263,9895,15.8,367.0,328.0,39.0,13.8,0.4613498953178414,47.71028,-114.16698000000001,4.587610195477113,296126.0,0.037089439110661954,0.0039413845376452756,0.03314805457301667,2.3211353506920007,Montana
3889,"Ponca City, Oklahoma",17.1,48588.0,86.8,12440,31648,40.349999999999994,1181.0,966.0,215.0,17.916666666666668,0.4613498953178414,36.699455,-97.06395499999999,4.587610195477113,91082.5,0.037316734074823055,0.006793478260869565,0.030523255813953487,2.5440514469453377,Oklahoma
3890,"Ponchatoula, Louisiana",20.2,55884.0,86.8,11088,29440,59.5,608.0,508.0,100.0,13.0,0.4412,30.400990000000004,-90.37265,9.1,162172.0,0.020652173913043477,0.0033967391304347825,0.017255434782608697,2.655122655122655,Louisiana
3891,"Ponder, Texas",5.1,75500.0,89.7,1630,6042,31.5,23.0,19.0,4.0,14.666666666666664,0.4321,33.20016,-97.30705,3.6,230898.0,0.003806686527639854,0.0006620324395895399,0.0031446540880503146,3.7067484662576686,Texas
