,townstate,poverty,med_income,hs_completion,n_households,population,density,crime_rate,property_crime,violent_crime,students_per_teacher,gini,lat,lng,unemployment_rate,home_price,crime_rate_pc,vcrime_rate_pc,pcrime_rate_pc,people_per_household,state
2751,"Lexington, Illinois",7.9,75682.0,94.4,1158,3058,13.7,6.0,5.0,1.0,11.666666666666664,0.4787,40.63644,-88.78468000000002,2.7,140712.0,0.001962066710268149,0.0003270111183780249,0.0016350555918901242,2.6407599309153715,Illinois
2752,"Lexington, Mississippi",44.8,20833.0,80.8,2784,7225,8.4,34.0,22.0,12.0,13.25,0.4613498953178414,33.124559999999995,-90.08243,4.587610195477113,52206.0,0.004705882352941176,0.0016608996539792388,0.0030449826989619377,2.5951867816091956,Mississippi
2753,"Lexington, Missouri",12.2,43243.0,83.9,2343,5547,30.5,103.0,87.0,16.0,14.0,0.4613498953178414,39.15592,-93.83556,4.587610195477113,99705.0,0.018568595637281412,0.002884442040742744,0.01568415359653867,2.3674775928297054,Missouri
2754,"Lexington, Nebraska",16.0,51355.0,58.6,4196,12214,18.2,228.0,205.0,23.0,14.428571428571427,0.4613498953178414,40.82956,-99.73644,4.587610195477113,110992.0,0.018667103324054364,0.0018830849844440807,0.016784018339610282,2.9108674928503335,Nebraska
2755,"Lexington, North Carolina",31.0,44046.0,74.4,30211,78160,109.15,703.0,625.0,78.0,15.56,0.4456,35.801445,-80.262175,4.6,132519.0,0.008994370522006141,0.0009979529170931422,0.007996417604912999,2.587137135480454,North Carolina
2756,"Lexington, Oklahoma",14.9,50293.0,79.6,2867,10399,30.9,58.0,54.0,4.0,20.0,0.4332,35.03324,-97.24584,2.6,95602.0,0.005577459371093375,0.0003846523704202327,0.005192807000673142,3.6271363794907567,Oklahoma
2757,"Lexington, South Carolina",7.6,67522.5,92.7,38269,106636,237.85,685.0,614.0,71.0,14.8,0.4239,33.94709,-81.25681,5.5,188565.0,0.006423721820023257,0.0006658164222213887,0.005757905397801868,2.786485144634038,South Carolina
2758,"Lexington, Tennessee",26.9,41679.0,78.3,6827,17864,32.3,317.0,258.0,59.0,13.666666666666664,0.4613498953178414,35.66540999999999,-88.40308,4.587610195477113,109195.0,0.017745185848634125,0.003302731751007613,0.014442454097626511,2.616669107953713,Tennessee
2759,"Lexington, Texas",13.9,59659.0,82.4,1720,4688,8.1,33.0,27.0,6.0,12.333333333333336,0.4613498953178414,30.42087,-97.03765,4.587610195477113,218673.0,0.007039249146757679,0.001279863481228669,0.00575938566552901,2.7255813953488373,Texas
2760,"Lexington, Virginia",21.4,52176.0,83.5,5943,15936,31.4,87.0,77.0,10.0,11.8,0.4613498953178414,37.78579000000001,-79.52385,4.587610195477113,219660.0,0.005459337349397591,0.0006275100401606426,0.004831827309236948,2.6814740030287734,Virginia
2761,"Libby, Montana",14.9,37685.0,83.0,4126,9282,2.8,107.0,99.0,8.0,15.666666666666664,0.4613498953178414,48.26408,-115.3228,4.587610195477113,171162.0,0.011527687998276234,0.0008618832148243913,0.010665804783451843,2.249636451769268,Montana
2762,"Liberal, Kansas",19.6,47675.0,67.0,7252,21826,24.6,625.0,538.0,87.0,14.9,0.4613498953178414,37.10184,-100.90783,4.587610195477113,106388.0,0.02863557225327591,0.003986071657656007,0.024649500595619902,3.0096525096525095,Kansas
2763,"Liberal, Missouri",14.1,37500.0,87.8,618,1538,4.7,8.0,6.0,2.0,11.333333333333336,0.4613498953178414,37.54772,-94.50036,4.587610195477113,93079.0,0.005201560468140442,0.0013003901170351106,0.0039011703511053317,2.488673139158576,Missouri
2764,"Liberty Lake, Washington",5.4,75027.0,96.2,4401,11604,167.5,190.0,183.0,7.0,19.0,0.4575,47.64278,-117.07643,4.0,364452.0,0.01637366425370562,0.000603240261978628,0.01577042399172699,2.63667348329925,Washington
2765,"Liberty, Kentucky",24.9,34362.0,66.6,3968,9696,18.3,12.0,11.0,1.0,15.4,0.4613498953178414,37.30381,-84.95385999999998,4.587610195477113,79689.0,0.0012376237623762376,0.00010313531353135314,0.0011344884488448846,2.443548387096774,Kentucky
2766,"Liberty, Missouri",8.3,69996.0,93.8,13835,38439,162.2,543.0,460.0,83.0,15.133333333333333,0.4075,39.25949,-94.38879,3.7,205106.0,0.01412627799890736,0.002159265329483077,0.011967012669424282,2.778388146006505,Missouri
2767,"Liberty, North Carolina",26.9,44536.0,73.8,4119,10052,42.0,21.0,17.0,4.0,16.0,0.4631,35.88583,-79.56711999999997,3.9,138111.0,0.0020891364902506965,0.0003979307600477517,0.0016912057302029446,2.440398154891964,North Carolina
2768,"Liberty, South Carolina",15.7,44819.0,79.2,5781,15869,91.8,163.0,155.0,8.0,12.4,0.4783,34.76608,-82.68894,5.0,137206.0,0.010271598714474762,0.0005041275442687,0.009767471170206063,2.7450268119702472,South Carolina
2769,"Liberty, Texas",7.5,55156.0,83.4,5983,16640,25.7,366.0,329.0,37.0,16.25,0.419,30.075359999999996,-94.73395,4.2,135921.0,0.02199519230769231,0.002223557692307692,0.019771634615384615,2.7812134380745444,Texas
2770,"Licking, Missouri",29.3,35992.0,77.5,1980,6119,12.0,50.0,41.0,9.0,9.0,0.4613498953178414,37.504129999999996,-91.88147,4.587610195477113,118789.0,0.008171269815329302,0.0014708285667592745,0.006700441248570028,3.0904040404040405,Missouri
2771,"Ligonier, Indiana",8.5,52610.0,60.6,2747,8347,47.4,25.0,24.0,1.0,15.75,0.4613498953178414,41.46846,-85.5796,4.587610195477113,104894.0,0.0029950880555888342,0.00011980352222355337,0.002875284533365281,3.038587550054605,Indiana
2772,"Lilbourn, Missouri",30.1,25500.0,65.8,660,1629,11.2,22.0,21.0,1.0,10.0,0.4613498953178414,36.57858,-89.68325,4.587610195477113,54816.0,0.013505217925107428,0.0006138735420503376,0.01289134438305709,2.4681818181818183,Missouri
2773,"Lilburn, Georgia",13.1,67897.0,77.2,20562,65420,830.7,523.0,488.0,35.0,16.0,0.4255,33.87058,-84.11265,3.3,224684.0,0.007994497095689392,0.0005350045857535922,0.007459492509935799,3.181597120902636,Georgia
2774,"Lillington, North Carolina",26.0,47038.0,78.1,6833,21313,60.7,114.0,105.0,9.0,12.25,0.4163,35.38387,-78.86806,6.3,157855.0,0.0053488481208652,0.0004222774832262,0.004926570637639,3.1191277623298697,North Carolina
2775,"Limon, Colorado",17.8,45972.0,90.9,725,3583,2.4,6.0,2.0,4.0,12.666666666666664,0.4613498953178414,39.34789,-103.72898,4.587610195477113,144386.0,0.0016745743790120011,0.0011163829193413341,0.0005581914596706671,4.942068965517241,Colorado
2776,"Lincoln City, Oregon",23.4,38028.0,85.2,4203,9431,86.2,486.0,435.0,51.0,19.0,0.4613498953178414,44.9156,-123.9753,4.587610195477113,290891.0,0.05153218110486693,0.005407698017177394,0.04612448308768954,2.2438734237449443,Oregon
2777,"Lincoln, Alabama",10.8,51010.0,85.3,2975,7610,38.3,371.0,325.0,46.0,17.666666666666668,0.4965,33.62052,-86.10862,4.1,145477.0,0.048751642575558474,0.006044678055190539,0.042706964520367936,2.5579831932773107,Alabama
2778,"Lincoln, Arkansas",25.8,33865.0,73.1,2059,5917,26.1,75.0,53.0,22.0,14.333333333333336,0.494,35.96356,-94.43804,2.8,125668.0,0.012675342234240324,0.003718100388710495,0.00895724184552983,2.873725109276348,Arkansas
2779,"Lincoln, California",6.9,78716.0,92.4,19104,52394,129.0,570.0,541.0,29.0,23.63636363636364,0.4458,38.9254,-121.31166999999999,3.5,468103.0,0.010879108294842921,0.0005534984921937627,0.010325609802649158,2.742567001675042,California
2780,"Lincoln, Illinois",12.4,55094.0,90.1,6951,19535,54.6,363.0,325.0,38.0,14.75,0.4613498953178414,40.13988,-89.37163000000002,4.587610195477113,90506.0,0.018582032249808037,0.0019452265165088303,0.016636805733299207,2.810386994677025,Illinois
2781,"Lincoln, Missouri",25.8,27103.0,79.2,1157,2744,10.0,41.0,40.0,1.0,8.5,0.4613498953178414,38.36077,-93.28146,4.587610195477113,99348.0,0.014941690962099125,0.00036443148688046647,0.014577259475218658,2.3716508210890233,Missouri
2782,"Lincolnton, Georgia",17.9,38328.0,84.5,3299,7642,15.4,53.0,46.0,7.0,15.0,0.4613498953178414,33.77381,-82.43595,4.587610195477113,146076.0,0.006935357236325569,0.0009159905783826224,0.006019366657942947,2.3164595331918765,Georgia
2783,"Lincolnton, North Carolina",30.6,45358.0,79.2,15180,39710,121.6,446.0,406.0,40.0,13.571428571428573,0.4524,35.48577,-81.25451,4.4,157955.0,0.011231427851926467,0.001007302946361118,0.01022412490556535,2.6159420289855073,North Carolina
2784,"Lindale, Texas",12.6,64206.0,85.1,7392,20488,49.2,234.0,208.0,26.0,15.333333333333336,0.4846,32.5361,-95.43456,5.2,188992.0,0.011421319796954314,0.0012690355329949238,0.01015228426395939,2.7716450216450217,Texas
2785,"Linden, Alabama",24.1,36375.0,85.7,1261,2707,8.2,60.0,50.0,10.0,20.666666666666668,0.4613498953178414,32.27558,-87.78483,4.587610195477113,75531.0,0.02216475803472479,0.003694126339120798,0.01847063169560399,2.1467089611419508,Alabama
2786,"Linden, Michigan",8.0,79009.0,96.1,5244,14190,168.8,15.0,15.0,0.0,19.666666666666668,0.4699,42.802659999999996,-83.81949,7.7,220658.0,0.0010570824524312897,0.0,0.0010570824524312897,2.705949656750572,Michigan
2787,"Linden, New Jersey",10.3,66166.0,86.5,15022,43607,1490.4,1118.0,982.0,136.0,11.636363636363635,0.4877,40.62529,-74.23888000000002,3.9,281104.0,0.025638085628454148,0.003118765335840576,0.02251932029261357,2.902875782186127,New Jersey
2788,"Linden, Texas",29.9,38059.0,84.8,1827,4709,10.2,52.0,36.0,16.0,10.0,0.4613498953178414,33.00609,-94.38963000000001,4.587610195477113,84740.0,0.011042684221703122,0.0033977489912932683,0.007644935230409854,2.5774493705528188,Texas
2789,"Lindon, Utah",6.4,81918.0,95.5,2741,10809,484.8,298.0,293.0,5.0,25.0,0.4218,40.34078,-111.7245,2.6,465046.0,0.027569617911000092,0.0004625774817281895,0.0271070404292719,3.9434512951477565,Utah
2790,"Lindsay, California",36.9,33507.0,46.5,5092,18522,88.8,394.0,322.0,72.0,21.1,0.5055,36.20458,-119.06993999999999,10.1,184628.0,0.021272000863837598,0.003887269193391642,0.017384731670445956,3.6374705420267084,California
2791,"Lindsay, Oklahoma",11.9,44896.0,85.5,2609,6673,11.8,97.0,89.0,8.0,14.333333333333336,0.4613498953178414,34.831520000000005,-97.59585,4.587610195477113,68514.0,0.014536190618912034,0.0011988610819721264,0.013337329536939908,2.5576849367573784,Oklahoma
2792,"Lindsborg, Kansas",6.3,59846.0,95.0,1773,4272,12.6,84.0,79.0,5.0,15.5,0.4613498953178414,38.59598,-97.67426999999999,4.587610195477113,152032.0,0.019662921348314606,0.0011704119850187266,0.01849250936329588,2.4094754653130286,Kansas
2793,"Lineville, Alabama",13.7,33977.0,75.7,2119,5276,12.1,33.0,25.0,8.0,17.333333333333332,0.4613498953178414,33.34875,-85.74061999999998,4.587610195477113,95960.0,0.0062547384382107656,0.001516300227445034,0.0047384382107657315,2.489853704577631,Alabama
2794,"Linn, Missouri",17.8,45459.0,90.6,1834,4813,15.6,19.0,17.0,2.0,14.5,0.4613498953178414,38.46843,-91.79341,4.587610195477113,142729.0,0.003947641803448992,0.00041554124246831497,0.0035321005609806775,2.6243184296619413,Missouri
2795,"Linton, Indiana",18.6,48111.0,82.7,3850,9421,53.4,200.0,192.0,8.0,19.0,0.4613498953178414,39.043279999999996,-87.16595,4.587610195477113,91466.0,0.021229168878038426,0.000849166755121537,0.020380002122916886,2.447012987012987,Indiana
2796,"Linton, North Dakota",9.6,45938.0,81.6,840,1668,1.3,3.0,1.0,2.0,10.5,0.4613498953178414,46.23898,-100.30105999999999,4.587610195477113,69933.0,0.0017985611510791368,0.001199040767386091,0.0005995203836930455,1.9857142857142858,North Dakota
2797,"Linwood, New Jersey",1.9,91861.0,95.5,2569,6826,712.2,86.0,86.0,0.0,11.0,0.4633,39.34343,-74.57068000000002,6.6,251738.0,0.01259888661002051,0.0,0.01259888661002051,2.657065005838848,New Jersey
2798,"Lisbon, Iowa",9.8,62782.0,94.7,1303,3476,26.7,18.0,15.0,3.0,17.0,0.436,41.89658,-91.35124,3.1,192736.0,0.005178365937859608,0.0008630609896432681,0.00431530494821634,2.6676899462778203,Iowa
2799,"Litchfield, Illinois",18.7,47392.0,84.0,3971,8574,32.0,185.0,180.0,5.0,23.33333333333333,0.4613498953178414,39.17874000000001,-89.671,4.587610195477113,78821.0,0.02157686027525076,0.000583158385817588,0.02099370188943317,2.159153865525057,Illinois
2800,"Litchfield, Michigan",23.8,36397.0,86.7,1050,2442,25.8,16.0,15.0,1.0,16.5,0.4613498953178414,42.03691,-84.76720999999998,4.587610195477113,108776.0,0.006552006552006552,0.0004095004095004095,0.006142506142506142,2.3257142857142856,Michigan
2801,"Litchfield, Minnesota",11.6,58200.0,90.0,3910,9469,21.6,113.0,106.0,7.0,15.5,0.4613498953178414,45.09863,-94.53992,4.587610195477113,138323.0,0.011933678318724258,0.0007392544091245116,0.011194423909599746,2.4217391304347826,Minnesota
2802,"Lithonia, Georgia",35.9,49871.0,85.0,33635,96762,578.85,119.0,105.0,14.0,17.3,0.4837,33.7041,-84.12427000000001,5.0,139888.0,0.0012298216241913148,0.00014468489696368409,0.0010851367272276308,2.8768247361379515,Georgia
2803,"Little Elm, Texas",6.8,94356.0,92.6,17670,61043,491.4,438.0,397.0,41.0,16.666666666666668,0.4321,33.17647,-96.95054,3.6,281491.0,0.007175269891715676,0.000671657683927723,0.006503612207787952,3.45461233729485,Texas
2804,"Little Falls, Minnesota",17.4,49349.0,88.3,6142,14557,25.1,150.0,146.0,4.0,11.571428571428573,0.4613498953178414,45.98881,-94.37486,4.587610195477113,167678.0,0.010304320945249709,0.00027478189187332556,0.010029539053376382,2.37007489417128,Minnesota
2805,"Little Falls, New York",29.1,50183.0,88.9,3243,8469,25.6,148.0,131.0,17.0,11.0,0.4613498953178414,43.1214,-74.8449,4.587610195477113,83548.0,0.017475498878261896,0.0020073208170976503,0.015468178061164246,2.611470860314524,New York
2806,"Little River, Kansas",17.7,46442.0,91.6,344,836,3.7,1.0,1.0,0.0,12.5,0.4613498953178414,38.39215,-97.99348,4.587610195477113,81775.0,0.0011961722488038277,0.0,0.0011961722488038277,2.4302325581395348,Kansas
2807,"Littlefield, Texas",23.2,41402.0,73.4,2311,6658,10.1,200.0,151.0,49.0,15.25,0.4613498953178414,33.88987,-102.33544,4.587610195477113,46556.0,0.030039050765995796,0.00735956743766897,0.022679483328326824,2.8810038944180008,Texas
2808,"Live Oak, Florida",22.6,39237.5,72.5,10561,30656,181.3,334.0,250.0,84.0,15.333333333333336,0.4613498953178414,30.28544,-83.01708500000001,4.587610195477113,118878.5,0.01089509394572025,0.0027400835073068896,0.008155010438413362,2.9027554208881736,Florida
2809,"Livermore, Kentucky",29.8,39890.0,81.5,923,1918,34.9,12.0,12.0,0.0,13.0,0.4613498953178414,37.514959999999995,-87.08144,4.587610195477113,63422.0,0.006256517205422315,0.0,0.006256517205422315,2.078006500541712,Kentucky
2810,"Livingston, Alabama",50.1,13506.0,86.9,1838,4676,7.9,71.0,57.0,14.0,22.0,0.4613498953178414,32.55682,-88.10364,4.587610195477113,83111.0,0.015183917878528658,0.0029940119760479044,0.012189905902480752,2.544069640914037,Alabama
2811,"Livingston, California",18.4,53515.0,52.4,4373,16787,106.5,432.0,372.0,60.0,19.83333333333333,0.4696,37.34809,-120.74311999999999,8.7,255804.0,0.02573419908262346,0.003574194317031036,0.022160004765592423,3.8387834438600503,California
2812,"Livingston, Montana",15.3,42998.0,95.7,5747,12530,5.1,271.0,254.0,17.0,11.0,0.4613498953178414,45.54805,-110.569,4.587610195477113,270855.0,0.021628092577813247,0.0013567438148443735,0.020271348762968874,2.1802679658952497,Montana
2813,"Livingston, Tennessee",27.4,35171.0,74.3,3928,9403,35.8,94.0,74.0,20.0,16.0,0.4613498953178414,36.37413,-85.32084,4.587610195477113,108288.0,0.009996809528873763,0.002126980750824205,0.00786982877804956,2.3938391038696536,Tennessee
2814,"Livingston, Texas",16.9,45207.0,74.8,12051,33740,18.7,236.0,210.0,26.0,15.0,0.4613498953178414,30.7127,-94.82191999999999,4.587610195477113,127450.0,0.006994665085951393,0.0007705986959098992,0.006224066390041493,2.7997676541365863,Texas
2815,"Livonia, Louisiana",15.3,70000.0,85.1,772,1941,34.9,2.0,1.0,1.0,15.0,0.4613498953178414,30.59335,-91.53002,4.587610195477113,154455.0,0.0010303967027305513,0.0005151983513652757,0.0005151983513652757,2.5142487046632125,Louisiana
2816,"Llano, Texas",22.7,53825.0,76.7,2257,6265,3.4,66.0,65.0,1.0,13.0,0.4613498953178414,30.69023,-98.69483000000001,4.587610195477113,209178.0,0.010534716679968076,0.0001596169193934557,0.010375099760574621,2.7758085954807266,Texas
2817,"Lock Haven, Pennsylvania",39.6,42630.0,87.3,7019,18753,34.1,167.0,152.0,15.0,21.0,0.4613498953178414,41.27081,-77.47638,4.587610195477113,137827.0,0.00890524182797419,0.0007998720204767237,0.008105369807497468,2.671748112266705,Pennsylvania
2818,"Lockhart, Alabama",24.0,31250.0,80.1,127,250,333.8,18.0,17.0,1.0,14.0,0.4613498953178414,31.0129,-86.35181,4.587610195477113,43010.0,0.072,0.004,0.068,1.968503937007874,Alabama
2819,"Lockhart, Texas",10.3,58005.0,81.0,5848,18274,35.3,354.0,318.0,36.0,13.555555555555555,0.4613498953178414,29.870490000000004,-97.67528,4.587610195477113,167417.0,0.019371785049797526,0.00197001203896246,0.017401773010835068,3.124829001367989,Texas
2820,"Lockney, Texas",22.9,54185.0,68.9,901,2200,2.8,41.0,35.0,6.0,10.0,0.4613498953178414,34.1848,-101.38675,4.587610195477113,65591.0,0.018636363636363635,0.0027272727272727275,0.015909090909090907,2.4417314095449503,Texas
2821,"Lockport, Illinois",5.0,75175.0,95.1,11734,35415,507.7,215.0,193.0,22.0,15.181818181818182,0.4087,41.59298,-88.05067,4.2,213892.0,0.006070873923478752,0.0006212057037978258,0.005449668219680926,3.018152377705812,Illinois
2822,"Lockport, New York",15.4,53029.0,87.5,20233,49170,160.4,754.0,659.0,95.0,13.090909090909092,0.4724,43.16018,-78.7009,4.3,145931.0,0.015334553589587147,0.0019320724018710596,0.013402481187716087,2.4301883062323926,New York
2823,"Lockwood, Missouri",17.5,38920.0,85.1,865,1978,5.1,8.0,8.0,0.0,15.25,0.4613498953178414,37.416109999999996,-93.96984,4.587610195477113,82777.0,0.004044489383215369,0.0,0.004044489383215369,2.2867052023121386,Missouri
2824,"Locust Grove, Georgia",20.1,65076.0,85.5,8133,25161,130.6,401.0,392.0,9.0,16.333333333333332,0.3783,33.351420000000005,-84.10775,3.3,175998.0,0.01593736337983387,0.0003576964349588649,0.015579666944875005,3.0936923644411656,Georgia
2825,"Locust Grove, Oklahoma",32.4,36619.0,79.4,2455,6756,20.1,17.0,14.0,3.0,15.5,0.4613498953178414,36.14175,-95.18108000000001,4.587610195477113,101167.0,0.0025162818235642394,0.0004440497335701599,0.0020722320899940793,2.7519348268839106,Oklahoma
2826,"Locust, North Carolina",12.7,53118.0,87.2,2387,6074,68.2,64.0,62.0,2.0,16.0,0.4613498953178414,35.2967,-80.39301999999998,4.587610195477113,197914.0,0.010536713862364174,0.00032927230819888045,0.010207441554165295,2.5446166736489317,North Carolina
2827,"Lodi, Wisconsin",5.8,73913.0,93.6,3512,8505,41.0,40.0,35.0,5.0,18.5,0.4613498953178414,43.32154,-89.55903,4.587610195477113,285464.0,0.004703115814226925,0.0005878894767783657,0.00411522633744856,2.4216970387243735,Wisconsin
2828,"Logan, Ohio",20.4,44544.0,89.2,7400,18107,40.4,258.0,243.0,15.0,16.857142857142858,0.4613498953178414,39.52202,-82.41099,4.587610195477113,121872.0,0.014248633125310653,0.0008284089026343403,0.013420224222676313,2.446891891891892,Ohio
2829,"Logan, Utah",25.5,45371.5,90.2,21933,70081,361.2,894.0,844.0,50.0,20.5,0.4084,41.787925,-111.74619000000001,1.7,237048.0,0.012756667284998788,0.000713460138982035,0.012043207146016753,3.1952309305612547,Utah
2830,"Logan, West Virginia",28.2,48108.0,81.1,2138,5238,101.6,147.0,137.0,10.0,17.4,0.4613498953178414,37.859,-82.00464000000002,4.587610195477113,52309.0,0.028064146620847653,0.0019091256204658267,0.026155021000381824,2.449953227315248,West Virginia
2831,"Logansport, Indiana",18.3,42191.0,74.2,10730,28125,60.1,649.0,634.0,15.0,16.571428571428573,0.4613498953178414,40.76005,-86.37642,4.587610195477113,74411.0,0.023075555555555554,0.0005333333333333334,0.022542222222222224,2.621155638397018,Indiana
2832,"Loganville, Georgia",12.4,65993.0,87.1,20361,65959,262.4,374.0,363.0,11.0,16.857142857142858,0.3982,33.81581,-83.8947,2.0,216247.0,0.005670189056838339,0.0001667702663775982,0.005503418790460741,3.239477432346152,Georgia
2833,"Loma Linda, California",18.7,54877.0,89.8,7503,21679,1703.8,683.0,649.0,34.0,25.0,0.4394,34.04977,-117.25153999999999,6.1,415860.0,0.031505143226163566,0.0015683380229715392,0.02993680520319203,2.8893775823004133,California
2834,"Lometa, Texas",30.3,47188.0,82.6,570,1544,2.4,15.0,14.0,1.0,13.0,0.4613498953178414,31.24578,-98.38721,4.587610195477113,173687.0,0.009715025906735751,0.0006476683937823834,0.009067357512953367,2.7087719298245614,Texas
2835,"Lomita, California",12.3,61077.0,88.0,8470,21696,4154.6,416.0,347.0,69.0,24.0,0.5016,33.79383,-118.31719,5.2,678395.0,0.019174041297935103,0.0031803097345132745,0.01599373156342183,2.5615112160566706,California
